	species	NumGI	GIBase	RepSize	Proportion	NumChromosome	NumPlasmid	BioSampleID
1014	Kosakonia sacchari	12.0	235929.0	4902066.5	4.812842260879879	2	0	SAMN02472168,SAMN05349011
1015	Spirochaeta thermophila	5.5	122041.0	2516433.5	4.809546009952396	2	0	SAMN02603259,SAMN00191235
1016	Paraburkholderia sp. SOS3	5.5	172589.5	3737665.0	4.807227441229477	2	1	SAMN06114787
1017	Lysinibacillus varians	7.0	224032.0	4662822.0	4.80464405460899	1	0	SAMN03081497
1018	Coriobacteriaceae bacterium 68-1-3	2.0	94458.0	1967093.0	4.801908196511299	1	0	SAMN02951405
1019	Bordetella trematum	8.0	215068.0	4480141.0	4.800473913655843	2	1	SAMN06124603,SAMEA3906487
1020	Desulfomicrobium baculatum	4.0	189194.0	3942657.0	4.79864213397209	1	0	SAMN00002602
1021	Streptococcus agalactiae	5.296296296296297	102760.18518518518	2128782.4814814813	4.796140538865264	56	1	SAMN02604013,SAMN02604011,SAMEA3138330,SAMN02603155,SAMEA2272272,SAMEA2272371,SAMEA3139000,SAMN02741687,SAMN02741688,SAMN03178022,SAMN05771129,SAMN05771130,SAMN02720890,SAMN03329971,SAMN02992126,SAMN02991570,SAMN03108598,SAMN04002524,SAMN04111187,SAMN04007140,SAMN03331945,SAMN03331944,SAMN05187216,SAMN04007152,SAMN05370985,SAMN04376007,SAMN06445344,SAMN06329441,SAMN04875580,SAMN05384056,SAMN05384208,SAMN05384089,SAMN05384163,SAMN05384059,SAMN05384054,SAMN05384057,SAMN05384060,SAMN05384092,SAMN02850626,SAMN07374522,SAMN08111302,SAMN08111301,SAMN08111300,SAMN08111303,SAMN06294298,SAMN07178061,SAMN07178060,SAMN07178057,SAMN07178059,SAMN07178058,SAMN09606624,SAMN09789228,SAMEA3888151,SAMEA46071418,SAMEA3597587,SAMEA3856681
1022	Fermentimonas caenicola	6.0	134610.0	2808926.0	4.792223077432443	1	0	SAMEA2724983
1023	Thalassospira xiamenensis	6.0	219151.0	4576570.0	4.788542511094553	1	1	SAMN02471162
1024	Thioalkalivibrio versutus	5.0	142162.0	2969361.0	4.787629392317068	1	0	SAMN03571539
1025	Thermoanaerobacter wiegelii	6.0	133258.0	2785056.0	4.784751186331621	1	0	SAMN00016423
1026	Yersinia frederiksenii	7.0	215098.0	4495532.0	4.784706237215084	3	1	SAMN03010446,SAMN07312461,SAMN07312462
1027	Pseudomonas fragi	7.0	243760.0	5101809.0	4.7779130892591235	2	3	SAMN04371283,SAMN06628701
1028	Spiroplasma apis	2.0	55443.0	1160554.0	4.777287398949123	1	0	SAMN02641479
1029	Chlorobium phaeovibrioides	4.0	93864.0	1966858.0	4.772281476344505	1	0	SAMN02598271
1030	Cupriavidus basilensis	5.0	205759.5	4210741.5	4.770000998292616	2	0	SAMN03263054
1031	Bacteroides fragilis	10.2	247961.2	5171165.6	4.7686918090422115	6	4	SAMD00061068,SAMEA1705957,SAMEA3138381,SAMN03420872,SAMEA3501569,SAMN03921941,SAMN06169735
1032	Brevundimonas naejangsanensis	3.0	141532.0	2971535.0	4.762925558675903	2	0	SAMN02693465,SAMN10167138
1033	Escherichia fergusonii	12.0	218242.0	4588711.0	4.756063304052053	1	1	SAMEA3138228
1034	Geosporobacter ferrireducens	11.0	275301.0	5792634.0	4.752604773579687	1	1	SAMN05786931
1035	Novosphingobium sp. PP1Y	10.0	185610.0	3911486.0	4.745255383759522	1	3	SAMEA2272572
1036	Cronobacter universalis	7.0	204224.0	4307096.0	4.741570654566325	1	1	SAMN03938715
1037	Geobacter daltonii	7.0	203809.0	4304501.0	4.734788074157724	1	0	SAMN00623045
1038	Marinobacter sp. BSs20148	5.0	192313.0	4063864.0	4.732269583824656	1	0	SAMN02603049
1039	Corynebacterium lactis	5.0	131011.0	2769745.0	4.7300744292344605	1	0	SAMN04012704
1040	Pseudarthrobacter phenanthrenivorans	6.0	200884.0	4250414.0	4.726221963319338	1	2	SAMN00710681
1041	Paraglaciecola psychrophila	15.0	255749.0	5413691.0	4.72411521086076	1	0	SAMN02603050
1042	Rhodococcus sp. 008	11.0	310273.0	6570200.0	4.722428540988098	1	3	SAMN04101985
1043	Paenibacillus sp. FSL P4-0081	9.0	397561.0	8423054.0	4.719915128170851	1	0	SAMN02996513
1044	Sphaerochaeta coccoides	4.0	105103.0	2227296.0	4.718860896800425	1	0	SAMN00713608
1045	Segniliparus rotundus	5.0	148976.0	3157527.0	4.718122758728588	1	0	SAMN02598516
1046	Spiribacter curvatus	3.0	90758.0	1926631.0	4.710710042556151	1	0	SAMN02603231
1047	Solibacillus silvestris	5.5	187418.5	3980276.5	4.705312178931892	2	1	SAMD00060988,SAMN04111444
1048	Rhizobium leguminosarum	6.5	226631.0	4785831.5	4.70432051010678	11	57	SAMEA1705944,SAMN00000679,SAMN00000703,SAMN02769650,SAMN02769652,SAMN05990783,SAMN04849238,SAMN07414824,SAMN07965043,SAMN07985393,SAMN09255527
1049	Brucella ceti	4.5	80144.5	1639017.0	4.69937909630281	2	0	SAMN02402452
1050	Burkholderia sp. CCGE1001	3.5	165407.5	3416875.5	4.697698624466002	2	1	SAMN00713584
1051	Pectobacterium atrosepticum	10.0	236079.33333333334	5020250.333333333	4.696720402187835	4	1	SAMEA1705920,SAMN02797737,SAMN02983234,SAMN08041542
1052	Parvibaculum lavamentivorans	3.0	183840.0	3914745.0	4.696091316292632	1	0	SAMN00623055
1053	Pseudoalteromonas issachenkonii	7.0	159748.0	3402324.0	4.695261239082463	4	0	SAMN04299559,SAMN03380225
1054	Thiobacillus denitrificans	6.0	136615.0	2909809.0	4.694981698111457	1	0	SAMN02598291
1055	Sulfurimonas autotrophica	4.0	101086.0	2153198.0	4.69469133818627	1	0	SAMN00713560
1056	Wolinella succinogenes	5.0	99054.0	2110355.0	4.693712669195467	1	0	SAMEA3138333
1057	Caulobacter sp. K31	15.0	257043.0	5477872.0	4.69238784695955	1	2	SAMN02598364
1058	Pandoraea norimbergensis	8.0	289272.0	6167370.0	4.690362342457157	1	0	SAMN04316854
1059	Desulfarculus baarsii	4.0	171348.0	3655731.0	4.687106354378919	1	0	SAMN02598521
1060	Pseudomonas koreensis	10.5	292782.0	6146493.0	4.686216108822045	3	4	SAMN04498955,SAMN05017671,SAMN08634678
1061	Lactobacillus rhamnosus	4.75	139481.25	2959916.5	4.684495545431815	12	2	SAMD00060969,SAMEA2272375,SAMEA2272728,SAMN02604241,SAMN02603328,SAMN02603329,SAMN04404358,SAMN06196449,SAMN07160384,SAMN05631078,SAMN07605138,SAMN06233708,SAMN09685158,SAMN07235705
1062	Marinobacter salarius	9.0	216260.0	4616532.0	4.684468774396018	2	1	SAMN02401947,SAMN06718375
1063	Thioalkalimicrobium aerophilum	4.0	101105.0	2158359.0	4.684345838667246	1	0	SAMN02256538
1064	Pectobacterium carotovorum	9.0	228629.0	4875344.666666667	4.676168821317584	6	0	SAMN02598478,SAMN02603169,SAMN03104805,SAMN06605957,SAMN07961732,SAMN03144687
1065	Burkholderia latens	5.0	122561.33333333333	2189665.6666666665	4.675840880438806	3	1	SAMN03449404
1066	Gynuella sunshinyii	6.0	302793.0	6475959.0	4.675647267068862	1	0	SAMN03379849
1067	Arthrobacter sp. U41	8.0	204987.0	4386369.0	4.673273042008094	1	3	SAMN04958683
1068	Ottowia sp. oral taxon 894	6.0	136723.0	2925783.0	4.6730396615196685	1	0	SAMN03704033
1069	Bacillus paralicheniformis	7.5	204683.0	4382163.5	4.671217933380003	6	0	SAMN02603262,SAMN03272542,SAMN06605939,SAMN07594137,SAMN07701716,SAMN07701715
1070	Corynebacterium falsenii	3.0	125063.0	2677607.0	4.670700367903131	1	1	SAMN02641485
1071	Myxococcus xanthus	11.0	426494.0	9139763.0	4.6663573223944645	1	0	SAMN02604018
1072	Faecalibaculum rodentium	6.0	118629.0	2542486.0	4.665866400050974	1	0	SAMN03568900
1073	Delftia sp. Cs1-4	6.0	311910.0	6685842.0	4.665231394938738	1	0	SAMN00713625
1074	Paenibacillus yonginensis	10.0	232520.0	4985901.0	4.663550279076941	1	0	SAMN04419545
1075	Bartonella clarridgeiae	1.0	70980.0	1522743.0	4.661324990494128	1	0	SAMEA2272739
1076	Akkermansia glycaniphila	2.0	143280.0	3074078.0	4.660909710163502	1	0	SAMEA4378782
1077	Vibrio furnissii	6.0	125728.5	2458204.0	4.656610901823365	2	0	SAMN02603955
1078	Lactobacillus brevis	5.0	111996.33333333333	2413008.3333333335	4.65650727250775	13	51	SAMN02598532,SAMD00060986,SAMN04871683,SAMN04517633,SAMN04517634,SAMN04517635,SAMN04517636,SAMN04870420,SAMN07125942,SAMN07125941,SAMN07965606,SAMN06237125,SAMEA3919799
1079	Pseudomonas sp. TCU-HL1	13.0	290611.0	6244007.0	4.654238856554773	1	1	SAMN05195958
1080	Vibrio parahaemolyticus	3.6153846153846154	119587.53846153847	2636518.1923076925	4.65406995589261	50	17	SAMD00058707,SAMN02604302,SAMN02179882,SAMN02179884,SAMN03081521,SAMN03255431,SAMN03159469,SAMN03140318,SAMN03140317,SAMN03996250,SAMN03457164,SAMN03766034,SAMN03325855,SAMN03701448,SAMN04241617,SAMN04285689,SAMN04875528,SAMN05579852,SAMN06042545,SAMN08744595,SAMN06310878,SAMN08774111,SAMN07267286,SAMN07629020,SAMN07629009
1081	Methyloversatilis sp. RAC08	9.0	183229.0	3937190.0	4.653801315151161	1	0	SAMN04909717
1082	Azospirillum thiophilum	2.142857142857143	48314.42857142857	1075204.5714285714	4.65157517340588	8	0	SAMN03993951
1083	Fervidobacterium islandicum	6.0	104053.0	2237377.0	4.650669064712831	1	0	SAMN03097205
1084	Nitratireductor basaltis	4.0	155951.0	3357577.0	4.644748281275455	1	0	SAMN06199440
1085	Mycobacterium rhodesiae	7.0	297709.0	6415739.0	4.640291632811123	1	0	SAMN02261383
1086	Nitratiruptor sp. SB155-2	5.0	86928.0	1877931.0	4.6289240659001845	1	0	SAMD00060914
1087	Lysobacter capsici	9.0	295875.0	6391889.0	4.628913299339209	2	0	SAMN03275728,SAMN07632944
1088	Streptomyces globisporus	15.0	351651.0	7608611.0	4.621750277415944	2	4	SAMN02469977,SAMN09104458
1089	Leptotrichia buccalis	3.0	113881.0	2465610.0	4.618775881019301	1	0	SAMN00002593
1090	Methylovorus glucosotrophus	4.0	138286.0	2995511.0	4.616441067984728	1	2	SAMN02598498
1091	Acinetobacter soli	6.0	158683.0	3438298.0	4.61516133854599	1	7	SAMN05554081
1092	Exiguobacterium sibiricum	3.0	139570.0	3034136.0	4.599991562672207	1	2	SAMN00120225
1093	Sideroxydans lithotrophicus	6.0	138063.0	3003656.0	4.596498400615783	1	0	SAMN02598496
1094	Sebaldella termitidis	7.0	202913.0	4418842.0	4.591994916315179	1	2	SAMN02598468
1095	Staphylococcus succinus	3.0	125993.0	2745675.0	4.588780536662205	1	0	SAMN05938307
1096	Bacillus subtilis	4.977777777777778	189683.3777777778	4106667.8444444444	4.588696221279843	80	23	SAMN02602993,SAMN02603875,SAMD00016353,SAMEA3138188,SAMN02603352,SAMN02603351,SAMN02603911,SAMN02603212,SAMN02602961,SAMN02603273,SAMN02603719,SAMN02641633,SAMD00061007,SAMN02800681,SAMN02841094,SAMN02673193,SAMN02183432,SAMN03010508,SAMN03010507,SAMN03009557,SAMN03145713,SAMN03222589,SAMN03222590,SAMN03265456,SAMEA2780588,SAMN03394574,SAMN03492038,SAMN03701301,SAMN03744308,SAMN04320556,SAMN04044344,SAMN04420251,SAMN04437026,SAMN04539622,SAMN04585399,SAMN05150066,SAMN04281244,SAMN05526243,SAMN05520947,SAMN05717667,SAMN05717668,SAMN03764478,SAMN05915708,SAMN05912821,SAMN06060088,SAMN05920240,SAMN05231882,SAMN06472805,SAMN06618433,SAMN06670765,SAMN06808294,SAMN05425708,SAMN07125937,SAMN07125938,SAMN07204268,SAMN07204274,SAMN07211386,SAMN07212162,SAMN07270555,SAMN07482639,SAMN07482641,SAMN07598856,SAMN05980781,SAMN08275181,SAMN06544785,SAMN09212889,SAMN09217647,SAMN06806502,SAMN10036094,SAMN10033204,SAMN10225144,SAMN10225146,SAMN10225145,SAMN10225188,SAMN10225147,SAMN10225276,SAMN10225254,SAMN10225190,SAMN10225269,SAMN10225133
1097	Helicobacter cetorum	3.5	85248.0	1890656.0	4.579669924499239	2	2	SAMN02603199,SAMN02603198
1098	Variovorax paradoxus	5.6	155675.2	4090713.8	4.57800012558789	5	0	SAMN02598472,SAMN00149467,SAMN02603275
1099	Streptomyces griseochromogenes	22.0	492789.0	10764674.0	4.577834869871582	1	0	SAMN04375936
1100	Sphingobacterium sp. ML3W	8.0	243945.0	5329010.0	4.577679531470198	1	0	SAMN03003634
1101	Staphylococcus equorum	4.333333333333333	126343.66666666667	2756376.6666666665	4.576069888177881	3	8	SAMN04196999,SAMN04363544,SAMN04364120
1102	Pandoraea pulmonicola	9.0	268409.0	5867621.0	4.574409287852777	1	0	SAMN03263587
1103	Beijerinckia indica	6.0	190591.0	4170153.0	4.570359888474116	1	2	SAMN02598441
1104	Dyella thiooxydans	6.0	192983.0	4227172.0	4.5652980290369065	1	0	SAMN04433089
1105	Waddlia chondrophila	9.0	96550.0	2116312.0	4.562181757699243	1	1	SAMN02603402
1106	Cronobacter muytjensii	5.0	199097.0	4364114.0	4.562140219068521	1	0	SAMN03938713
1107	Chelatococcus daeguensis	3.0	162371.0	3560297.0	4.560602668822292	1	1	SAMN06016468
1108	Marichromatium purpuratum	7.0	172249.0	3779112.0	4.557922601923415	1	0	SAMN02256540
1109	Selenomonas sputigena	3.0	116980.0	2568361.0	4.554655673404167	1	0	SAMN00713607
1110	Chryseobacterium gallinarum	7.0	211039.0	4633632.0	4.554504975794366	1	0	SAMN03152363
1111	Edwardsiella tarda	7.0	167555.33333333334	3688590.3333333335	4.545278230186526	5	3	SAMN02603129,SAMN02603331,SAMN03579666,SAMN07695532,SAMD00131843
1112	Bacillus atrophaeus	4.0	189454.0	4171548.0	4.54157826470994	4	0	SAMN01816415,SAMN03290662,SAMN07125920,SAMN07430096
1113	Rhodanobacter denitrificans	8.0	191754.0	4225490.0	4.538029908957304	1	0	SAMN02232048
1114	Bacillus pseudofirmus	6.0	175018.0	3858997.0	4.53532355687242	1	2	SAMN02603086
1115	Rickettsia bellii	2.5	69175.0	1525528.0	4.534728556378211	3	1	SAMN02603144,SAMN02604191,SAMN04576394
1116	Burkholderia cepacia	4.647058823529412	139894.5294117647	3132480.8235294116	4.533192971041657	26	4	SAMN02604072,SAMN02680268,SAMN02797514,SAMN03486590,SAMN04167160,SAMN03449179,SAMN03449447,SAMN06173358,SAMN07312432,SAMN02795966
1117	Enterococcus gallinarum	7.0	169217.0	3733350.0	4.532577979562591	1	1	SAMN03996308
1118	Ureaplasma urealyticum	1.0	39606.0	874478.0	4.529101932810202	1	0	SAMN02603440
1119	Capnocytophaga canimorsus	6.0	116313.0	2571406.0	4.523323038057779	4	0	SAMN02603043,SAMN06289145,SAMN06289152,SAMN06289144
1120	Erwinia pyrifoliae	14.0	182106.0	4026322.0	4.522887141167547	2	5	SAMEA2272200,SAMN07689503
1121	Tolumonas auensis	4.0	156919.0	3471292.0	4.520478254206215	1	0	SAMN02598508
1122	Hydrogenobacter thermophilus	2.5	78711.0	1743033.5	4.515761749014542	2	0	SAMD00060961,SAMN00191234
1123	Selenomonas sp. oral taxon 136	5.0	110233.0	2442446.0	4.513221581971515	1	1	SAMN04435856
1124	Asticcacaulis excentricus	3.0	83730.0	1952085.0	4.509472848464516	2	2	SAMN00002561
1125	Serratia marcescens	9.285714285714286	240222.2857142857	5266241.714285715	4.508979449635217	32	18	SAMN02602965,SAMEA3138834,SAMN02934514,SAMD00061009,SAMN03733805,SAMN04029108,SAMN03733572,SAMN04214975,SAMN06164057,SAMN06164062,SAMN06164063,SAMN06164065,SAMN06164066,SAMN06164056,SAMN06164059,SAMN06164058,SAMN06164060,SAMN06164064,SAMN06164061,SAMN04014868,SAMN04014932,SAMN04014940,SAMN04014965,SAMN04014971,SAMN04014964,SAMN04014962,SAMN08222723,SAMN06311524,SAMN04014972,SAMN04014963,SAMN09469079,SAMEA3865280
1126	Sphingobium sp. MI1205	5.0	134610.0	1959202.0	4.506830060597279	2	4	SAMN04497574
1127	Corynebacterium ammoniagenes	3.0	125663.0	2790185.0	4.503751543356444	2	0	SAMN02996495,SAMN06298555
1128	Photorhabdus asymbiotica	14.0	228094.0	5064808.0	4.503507339271301	1	1	SAMEA2272210
1129	Streptococcus suis	5.16	95407.76	2121754.32	4.490322880399874	39	4	SAMN02603644,SAMEA2272312,SAMEA2272697,SAMEA3138299,SAMN02469350,SAMN02603326,SAMN02603319,SAMN02603320,SAMN02603321,SAMN02603322,SAMN02603323,SAMN02603318,SAMN02604110,SAMN02603632,SAMN02603120,SAMN02603121,SAMN02603633,SAMN02905150,SAMN02691834,SAMN03652427,SAMN04156190,SAMN04044079,SAMN04884928,SAMN05567566,SAMN06187704,SAMN06765615,SAMN05231907,SAMN07807405,SAMN07807408,SAMN08040402,SAMN08102920,SAMN08103192,SAMN09080446,SAMN05912964,SAMN05912965,SAMN07764633,SAMN09460429,SAMN09460428,SAMEA3861961
1130	Bacillus safensis	6.666666666666667	177958.33333333334	3913847.6666666665	4.488055511675557	5	3	SAMN06016472,SAMN04958657,SAMN04958703,SAMN04958521,SAMN06030516
1131	Brucella abortus	4.321428571428571	72589.64285714286	1641866.4285714286	4.48271958050455	38	0	SAMN02604220,SAMN02604294,SAMEA3138256,SAMN02603577,SAMN02767917,SAMN02767934,SAMN02769901,SAMN02769911,SAMN02770262,SAMN02767544,SAMN02786918,SAMN02770266,SAMN02712083,SAMN03108762,SAMN07508059,SAMN07508100,SAMN08295219,SAMN09499628,SAMN10238131
1132	Corynebacterium marinum	5.0	116628.0	2607268.0	4.473188026700746	1	2	SAMN02800399
1133	Nitratifractor salsuginis	7.0	93834.0	2101285.0	4.465553221005242	1	0	SAMN00713578
1134	Desulfovibrio fairfieldensis	6.0	165154.0	3699310.0	4.464454181996102	1	0	SAMN04435860
1135	Yersinia pseudotuberculosis	11.692307692307692	210681.15384615384	4724594.230769231	4.461367232705445	14	12	SAMN02604043,SAMN02598457,SAMN02598458,SAMEA3138251,SAMN02906921,SAMN03121000,SAMN03140242,SAMN03144706,SAMN03140184,SAMN03144835,SAMN03144729,SAMN03223176,SAMN06173355,SAMEA3988158
1136	Yersinia aleksiciae	10.0	178336.0	4000307.0	4.458057844060469	1	0	SAMN03801505
1137	Rhodococcus opacus	11.666666666666666	351795.6666666667	7992685.333333333	4.45247597491973	3	16	SAMD00060964,SAMN03081444,SAMN02872839
1138	Verrucosispora maris	9.0	297002.0	6673976.0	4.450150854603013	1	1	SAMN02603167
1139	Streptomyces leeuwenhoekii	15.0	351627.0	7903895.0	4.448781265439382	1	2	SAMEA3258058
1140	Microcoleus sp. PCC 7113	15.0	331983.0	7470429.0	4.443961652001511	1	8	SAMN02261351
1141	Shewanella frigidimarina	9.0	214954.0	4845257.0	4.43637974208592	1	0	SAMN02598301
1142	Atopobium parvulum	1.0	68476.0	1543805.0	4.435534280560045	1	0	SAMN00001907
1143	Methylotenera mobilis	4.0	112998.0	2547570.0	4.43552090815954	1	0	SAMN00017443
1144	Rahnella sp. Y9602	10.0	215630.0	4864217.0	4.432984794880656	1	2	SAMN00713582
1145	Sphingomonas koreensis	7.0	199827.0	4508286.0	4.4324384034198365	1	1	SAMN06040428
1146	Paenibacillus beijingensis	8.0	254845.0	5749967.0	4.432112392992864	1	0	SAMN03396708
1147	Streptosporangium roseum	19.0	456739.0	10341314.0	4.416643764999303	1	1	SAMN00002585
1148	Bacillus halodurans	7.0	185601.0	4202352.0	4.416598133616604	1	0	SAMD00061093
1149	Ilyobacter polytropus	3.0	90384.0	2046464.0	4.4165936952714535	1	2	SAMN00116458
1150	Opitutaceae bacterium TAV5	13.0	322990.0	7317842.0	4.413732901038312	1	1	SAMN02261410
1151	Enterobacter cloacae complex 'Hoffmann cluster III'	9.0	203435.33333333334	4600584.666666667	4.412134735189768	4	12	SAMN02713683,SAMN02713646,SAMN05581748,SAMN07291508
1152	Brucella canis	4.083333333333333	69163.91666666667	1649854.5	4.411536609018605	16	0	SAMN02604295,SAMN02603578,SAMN02739937,SAMN02795942,SAMN05559048,SAMN05559077,SAMN07312464,SAMN08644039
1153	Thermoanaerobacter mathranii	5.0	101726.0	2306092.0	4.41118567689407	1	0	SAMN02598500
1154	Sinomonas atrocyanea	5.0	194494.0	4410241.0	4.410053781641412	1	1	SAMN04508113
1155	Agrobacterium sp. H13-3	2.5	99164.0	2486109.5	4.399231486550547	2	1	SAMN02603055
1156	Bacillus thuringiensis	12.588235294117647	245341.88235294117	5508400.735294118	4.395856240214928	43	247	SAMN02598265,SAMN02598406,SAMN02603314,SAMN02603315,SAMN02603565,SAMN02603564,SAMN02603757,SAMN02603279,SAMN02603412,SAMN02604143,SAMN02603317,SAMN02641488,SAMN02776149,SAMN02898393,SAMN02797740,SAMN03074947,SAMN03010438,SAMN03085882,SAMN03120827,SAMN03223175,SAMN03010437,SAMN03274640,SAMN03457230,SAMN03840349,SAMN03121810,SAMN04210076,SAMD00030057,SAMN04469537,SAMN04266503,SAMN04605079,SAMN04278951,SAMN04628222,SAMN03890259,SAMN05417762,SAMN04513593,SAMN06473083,SAMN06844127,SAMN05846296,SAMN06197294,SAMN06689774,SAMN07317425,SAMN04288432,SAMN07981265
1157	Rhizobium sp. N871	4.0	196701.0	4476778.0	4.393807331969555	1	4	SAMN03998645
1158	Geobacter sulfurreducens	8.0	165780.5	3764200.0	4.390722214374351	3	0	SAMN02603989,SAMN02604215,SAMD00066477
1159	Brucella sp. 141012304	4.0	65448.0	1721190.5	4.389815657397097	2	0	SAMEA4378174
1160	Polaribacter sp. MED152	4.0	129959.0	2961474.0	4.388321491257394	1	0	SAMN02603920
1161	Seonamhaeicola sp. S2-3	4.0	164460.0	3752836.0	4.382285823308027	1	0	SAMN06236790
1162	Leptolyngbya sp. O-77	15.0	239945.0	5480261.0	4.378349863263812	1	0	SAMD00045841
1163	Desulfobacca acetoxidans	7.0	143690.0	3282536.0	4.377408199026606	1	0	SAMN00713603
1164	Vibrio tritonius	5.0	105182.0	2610963.0	4.376657302808221	2	0	SAMD00019582
1165	Lactobacillus paraplantarum	6.0	136941.0	3139729.0	4.361554771128336	2	6	SAMN02893814,SAMN10174877
1166	Mycoplasma agalactiae	1.5	41877.5	942070.0	4.360969665073106	2	0	SAMEA3138268,SAMEA2272074
1167	Blastomonas sp. RAC04	8.0	173634.0	3982627.0	4.359785638976485	1	4	SAMN04909709
1168	Fluviicola taffensis	11.0	201784.0	4633577.0	4.354821339971258	1	0	SAMN00713599
1169	Neisseria meningitidis	7.5	95517.78571428571	2187995.9857142856	4.354691459472338	91	0	SAMN02603997,SAMEA1705949,SAMEA1705939,SAMN02603605,SAMEA2272745,SAMEA3138289,SAMN02603384,SAMN02604201,SAMN02604200,SAMN02604198,SAMN02604196,SAMN02604199,SAMN02604197,SAMEA2272690,SAMN02709031,SAMN03203069,SAMN03020302,SAMN03020254,SAMN03020600,SAMN03022885,SAMN03022902,SAMN03201679,SAMN02595590,SAMN02595591,SAMN03944749,SAMN03944748,SAMN03944750,SAMN03944751,SAMN04883376,SAMN04883372,SAMN04883393,SAMN04883391,SAMN04883371,SAMN04883374,SAMN04883361,SAMN04883450,SAMN04883369,SAMN04883381,SAMN04883392,SAMN04883385,SAMN04883384,SAMN04883379,SAMN04883405,SAMN04883389,SAMN04883390,SAMN04883437,SAMN04883396,SAMN04883377,SAMN04883408,SAMN04883370,SAMN04883441,SAMN04883452,SAMN04883448,SAMN04883382,SAMN04883421,SAMN04883386,SAMN04883395,SAMN04883440,SAMN04883373,SAMN04883364,SAMN04883451,SAMN04883439,SAMN04883430,SAMN04883378,SAMN04883394,SAMN04883365,SAMN04883368,SAMN04883402,SAMN04883375,SAMN04023208,SAMN04321475,SAMN04875551,SAMN04875552,SAMN04875548,SAMN04875546,SAMN04875547,SAMN04875549,SAMN05560575,SAMN07615714,SAMN06144986,SAMN09704693,SAMN09704705,SAMN09704687,SAMN09704706,SAMN09704698,SAMN09704702,SAMN09704682,SAMN09704671,SAMN09704694,SAMN09704690,SAMN09704670
1170	Cronobacter turicensis	5.0	190728.0	4384463.0	4.350088026743526	1	3	SAMEA2272673
1171	Mycobacterium indicus pranii	6.0	243005.0	5589007.0	4.347910102814328	1	0	SAMN02603610
1172	Lactobacillus sanfranciscensis	5.0	56432.0	1298316.0	4.346553535502913	1	2	SAMN02603515
1173	Novosphingobium aromaticivorans	8.0	154738.0	3561584.0	4.3446399130274616	1	2	SAMN02598432
1174	Bacillus clausii	5.0	186207.0	4284368.5	4.342250341729998	3	1	SAMD00061074,SAMN02719561,SAMN06458367
1175	Dickeya zeae	8.5	202607.5	4675379.0	4.341914710582132	3	0	SAMN02598506,SAMN03275446,SAMN08333636
1176	Actinobacillus suis	5.0	108616.0	2501598.0	4.341864680096482	2	0	SAMN01918029,SAMEA4504061
1177	Siansivirga zeaxanthinifaciens	8.0	143380.0	3303986.0	4.339606765888234	1	0	SAMN03379851
1178	Lactobacillus jensenii	2.0	72571.0	1672949.0	4.33790868699524	1	0	SAMN06163224
1179	Asaia bogorensis	4.0	138558.0	3198265.0	4.332286411538756	1	0	SAMD00019081
1180	Pseudomonas sp. St29	13.0	295649.0	6833117.0	4.326707708941615	1	0	SAMD00018366
1181	Streptomyces cattleya	8.0	271517.0	6283014.5	4.321444772948605	2	2	SAMEA3138404,SAMN02603879
1182	Micromonospora sp. L5	11.0	300674.0	6962533.0	4.318457090257239	1	0	SAMN00008473
1183	Azospirillum brasilense	3.0	131332.5	3035059.5	4.317312519575381	2	10	SAMN02644441,SAMN04005082
1184	Deinococcus deserti	5.0	121703.0	2819842.0	4.315951035554474	1	3	SAMN02603250
1185	Arthrobacter sp. ERGS1:01	6.0	173900.0	4030317.0	4.314797074274803	1	2	SAMN04000040
1186	Agrobacterium tumefaciens	4.333333333333333	119808.83333333333	2844546.1666666665	4.310620390666169	18	18	SAMN02602977,SAMN03420836,SAMN04423123,SAMN06761040,SAMN10169598,SAMN10169599,SAMN10169496,SAMN10169604,SAMN10169606
1187	Acinetobacter pittii	9.666666666666666	171670.33333333334	3943733.6666666665	4.309080679980208	10	22	SAMN02603040,SAMN04495667,SAMN04576523,SAMN05827444,SAMN07160582,SAMN06187701,SAMN08382337,SAMN08031286,SAMN08031302,SAMN08364583
1188	Streptomyces coelicolor	14.0	372984.0	8667507.0	4.303244289274875	1	2	SAMEA1705940
1189	Sediminicola sp. YIK13	3.0	153456.0	3569807.0	4.298719790733784	1	0	SAMN03272543
1190	Geobacter pickeringii	8.0	155539.0	3618700.0	4.298201011412939	1	0	SAMN03096815
1191	Streptomyces griseus	14.0	367098.0	8545929.0	4.295589162980408	1	0	SAMD00060929
1192	Clostridium saccharobutylicum	11.0	219374.0	5107814.0	4.2948705649814185	5	0	SAMN02603278,SAMN05170520,SAMN05170519,SAMN05170521,SAMN05170518
1193	Dermacoccus nishinomiyaensis	7.0	129944.0	3029021.0	4.28996695632021	1	1	SAMN02902417
1194	Caldicellulosiruptor kronotskyensis	7.0	121832.0	2843785.0	4.284149469808723	1	0	SAMN00713565
1195	Tatlockia micdadei	5.0	141569.0	3310028.0	4.276972883613069	3	0	SAMEA2785665,SAMN06645977,SAMN06645976
1196	Bordetella hinzii	5.5	208991.0	4886430.5	4.27603525802731	3	0	SAMN03790813,SAMN03790814,SAMEA4040645
1197	Paraburkholderia fungorum	2.0	116668.0	2873921.6666666665	4.273747389609383	3	1	SAMN03174512
